"Monday March 27 2006","3 : 00 4 : 30 pm","210 Illini Union","The Job Search Consult","This workshop discuss consult job search strategi grad student It inform begin organ job search strategi effect research organ find help resourc"
"Thursday May 01 2014","10 : 00","2405 Siebel Center","Alvin Cheung : Rethink Applicat Databas Interfac","This talk reschedul May 5 May 1 Abstract : From social network websit bank transact interact data intens applic Such applic typic host applic server interact databas server manipul persist data To make applic effici develop face daunt task master intricaci program system databas manag system For instanc applic featur implement applic push databas difficult programm decid place given comput decis typic workload driven Unfortun make wrong choic result drastic perform hit In talk I show examin program system databas manag system time allow signific improv perform data intens applic To illustr cross system optim opportun I design built evalu three system : Queri By Synthesi tool convert function written imper code relat queri ; Sloth system combin queri embed applic batch ; Pyxi system seamless move comput applic databas server Using real world exampl I show system allow order magnitud perform improv grace adapt chang server environ preserv high level program interfac develop My work featur ACM Tech New graduat seminar cours We receiv request 50 individu institut interest tri tool Bio : Alvin Cheung PhD candid MIT His research interest appli program analysi synthesi techniqu help develop implement optim larg softwar system Alvin done research program mobil phone build softwar develop tool previous won best paper award CIDR He recipi NDSEG NSF Intel PhD fellowship receiv undergradu degre Stanford electr engin comput system engin music"
"Wednesday May 07 2014","4 : 00 pm","Siebel Center 1st Floor Atrium","Casino Night","Social event CS student faculti staff"
"Monday May 12 2014","4 : 00 pm","2405 Siebel Center","Pablo Montesino : From Browser Visual Concept Detect : Using Qualcomm MARE Program your Pocket Supercomput","Abstract : Person comput go mobil applic chang adapt take advantag new opportun offer perman avail connect Mobil devic signific departur tradit comput On hand person connect They promis fulfil promis hub digit live On hand constrain term resourc desktop Even progress comput capabl stagger continu reli batteri power packag appeal packag nightmar thermal Dissip In talk I present Qualcomm MARE concurr program Model heterogen comput ( http : developer.qualcomm.com mare ) give exampl concurr improv perform power effici number project Qualcomm Research BIO : Pablo Montesino member Qualcomm Research Silicon Valley tech lead Qualcomm MARE project His research focus effici parallel runtim system programm determinist replay multiprocessor He receiv Ph.D From Univers Illinoi Urbana Champaign"
"Tuesday June 17 2014","6 : 00 pm","Menlo Park CA","Bay Area CS & ECE Alumni Event 2014","CONNECT fellow CS ECE alumni even network reconnect Bay Area Catch news CS ECE depart head Facebook1 Hacker WaySon Ping Pong Build 5Menlo Park CA This event FREE In lieu event registr fee pleas consid gift support Engineer Visionari Scholarship initi : http : visionary.engineering.illinois.edu"
"Tuesday Juli 08 2014","3 : 00 pm","3124 Siebel Center","Vamsidhar Reddi Gaddam Next generat broadcast system arena sport : A soccer scenario","Vamsidhar Reddi Gaddam PhD student Univers Oslo Simula Research Laboratori B.Tech EE IIT Delhi 2009 HIs supervisor Carsten Griwodz UiO.Abstract : We explor idea give control content soccer fan tradit broadcast Our initi step deal captur multi sensor data field transfer effici network remot client The data compris video stream player posit Panoram video captur real time compress H 264 reduc bandwidth requir The player posit data obtain triangul RF transmitt place player We experi visual servo algorithm player data manual annot ball data person virtual view individu client These person view correct perspect render screen give impress physic move camera Dure talk I discuss result go thesi work I present current challeng possibl futur direct"
"Friday August 29 2014","11 : 00","Auditorium NCSA Build 1205 W Clark St Urbana IL","Data Scienc Beyond Big Scienc","Abstract : Physic astronomi led way handl exploit massiv amount data explos Big Data research area rais question physic paradigm appli wide In field data found taken data involv privaci consider challeng don't fit paradigm Nevertheless theme appli wide handl spars incomplet data find hidden pattern assess signific conclus design new technolog data New data scienc research institut USA Europ set exploit common theme interest connect aris establish big data field new one"
"Tuesday Septemb 02 2014","10 : 00 2 : 00 pm","First Floor Atrium","Enova Coffe Booth",""
"Tuesday Septemb 02 2014","4 : 00 pm","First Floor Atrium","Celebr CS @ Illinoi","We kick celebr proud excit This celebr larg class incom women program yay 132 grad undergrad exact So pleas join inform gather depart ( get super busi ) CELEBRATE We awesom t shirt honor event design student Our Depart Head Rob Rutenbar make introduct welcom start And Professor Cinda Heeren give mini tech talk Our student club leader say word hello Food drink provid"
"Monday Septemb 08 2014","7 : 00 pm","1404 SC","Twitter Tech Talk",""
"Tuesday Septemb 09 2014","10 : 00 12 : 00 pm","1312 SC","Goldman Sach Breakfast Chat",""
"Tuesday Septemb 09 2014","5 : 30 pm","2405 SC","Dropbox Tech Talk",""
"Tuesday Septemb 09 2014","6 : 00 8 : 00 pm","151 Loomi Lab Atrium","SocialFus","Find co founder Do idea startup peopl skill execut Do skill busi program design idea start SocialFus pitch network event attende pitch startup idea find teammat feedback learn entrepreneurship campus Did mention there’ free food"
"Tuesday Septemb 09 2014","7 : 00 pm","1404 SC","Googl Tech Talk",""
"Wednesday Septemb 10 2014","3 : 00 5 : 30 pm","Nation Petascal Comput Facil 1725 S Oak St Champaign","# ILLINOISwelcom Tour Blue Water","All new Illinoi student staff faculti member invit power supercomput world Blue Water Bring friend famili self pace tour Sept 10 anytim 3 5 : 30 p.m Learn amaz resourc studi diseas hurrican earthquak galaxi"
"Wednesday Septemb 10 2014","5 : 00 pm","Grainger Auditorium 1002 ECE Build","ECE Explorat","SOCIAL MEDIA AND TECHNOLOGi IN THE CAREER SEARCHEveryon talk LinkedIn day exactlydo job search career manag Engineer Career Servic share expert advic tip andtact LinkedIn social media"
"Thursday Septemb 11 2014","4 : 00 pm","Auditorium NCSA Build 1205 W Clark St Urbana IL","The Seventeenth yunchuan Aisinjioro Soo Distinguish Lectur","Mechan Nanotwin Materi Engineer Biolog System"
"Thursday Septemb 11 2014","5 : 30 pm","2405 SC","Capit One Tech Talk",""
"Monday Septemb 15 2014","10 : 00 2 : 00 pm","First Floor Atrium","Bloomberg Coffe Booth",""
"Monday Septemb 15 2014","6 : 00 pm","2405 SC","Jump Trade Tech Talk",""
"Monday Septemb 15 2014","7 : 00 pm","1404 SC","yahoo Tech Talk",""
"Tuesday Septemb 16 2014","10 : 00 2 : 00 pm","First Floor Atrium","Walmart Coffe Booth",""
"Tuesday Septemb 16 2014","5 : 30 pm","2405 SC","Walmart Tech Talk",""
"Wednesday Septemb 17 2014","12 : 00 2 : 00 pm","First Floor Atrium","Research Park Coffe Booth",""
"Wednesday Septemb 17 2014","6 : 30 pm","2405 SC","Optiver Tech Talk",""
"Friday Septemb 19 2014","2 : 00 pm","Auditorium NCSA Build 1205 W Clark St Urbana IL","Entrepreneurship & Transform Think","NCSA Director Ed Seidel moder panel distinguish alumni discuss Illinoi experi prepar launch success ventur"
"Monday Septemb 22 2014","4 : 00 7 : 00 pm","1st 2nd floor Atrium Siebel Center","TCC Fall 2014 After Hour",""
"Tuesday Septemb 23 2014","4 : 00 pm","3403 SC","Oculus Tech Talk",""
"Tuesday Septemb 23 2014","5 : 00 pm","1404 SC","LinkedIn Tech Talk",""
"Tuesday Septemb 23 2014","6 : 30 pm","2405 SC","Microsoft Tech Talk",""
"Wednesday Septemb 24 2014","6 : 00 pm","2405 SC","VMWare Tech Talk",""
"Wednesday Septemb 24 2014","7 : 30 pm","2405 SC","Goldman Sach Tech Talk",""
"Thursday Septemb 25 2014","11 : 00 1 : 00 pm","2405 Siebel Center","Visa Internat Student Start Compani Workshop","Are Internat student studi Univers Illinoi Are interest start compani aren't sure proceed Join workshop given Jenif Brown lawyer special immigr law you question answer free lunch"
"Thursday Septemb 25 2014","4 : 00 pm","2405 SC","Dr yuri Gurevich : Impugn Allege Random","Bio:yuri Gurevich Princip Research Microsoft Research Redmond WA He Professor Emeritus Univers Michigan ACM Fellow Guggenheim Fellow EATCS Fellow foreign member Academia Europaea Dr Honori Causa Belgian Russian univers Abstract:Sometim alleg random event look random Here two exampl The New Jersey Suprem Court today caught Essex Counti Clerk Democrat wrote New york Time 1985 conduct draw decad given Democrat top ballot line counti 40 time 41 time In 1980s Israeli author hungri tax encourag public take invoic plumber painter send ; big price ruffl The oper collaps turn big winner Director Custom VAT you convinc procedur rig justifi assert court law yes probabl suspici outcom neglig probabl outcom neglig We attempt furnish argument The talk base work Grant Passmor Vladimir Vovk"
"Thursday Septemb 25 2014","5 : 30 pm","2405 SC","Humana Tech Talk",""
"Thursday Septemb 25 2014","7 : 00 pm","1404 SC","Facebook Tech Talk",""
"Monday Septemb 29 2014","4 : 00 pm","2405 Siebel Center","Dr.Oren Etzioni you Can’t Play 20 Question Natur Win","Abstract : Deep learn catapult page New york Time form core call “ Googl brain ” achiev impress result vision speech recognit yet build intellig system requir way capabl deep learn today’ data mine system The futur Big Data paradigm lie extend power method acquir knowledg text databas diagram imag video We reason tractabl acquir knowledg make sens world draw novel conclus My talk describ research new Allen Institut AI aim build generat intellig system Bio : Dr Oren Etzioni Chief Execut Officer Allen Institut Artifici Intellig He Professor Univers Washington Comput Scienc depart start 1991 receiv award GeekWir Hire year ( 2014 ) Seattl Geek year ( 2013 ) Robert Engelmor Memori Award ( 2007 ) IJCAI Distinguish Paper Award ( 2005 ) AAAI Fellow ( 2003 ) Nation young Investig Award ( 1993 ) He founder co founder compani Farecast ( sold Microsoft 2008 ) Decid ( sold eBay 2013 ) author 100 technic paper garner rough 20,000 citat The goal Oren research solv fundament problem AI particular automat learn knowledg text Oren receiv Ph.D Carnegi Mellon Univers 1991 B.A Harvard 1986"
